Nombre Local;Empresa Farmacéutica;Empresa RUT;Empresa Razón Social      ;Número;Tipo                         ;Dirección                                      ;Región;Comuna;Nro Resolución Apertura;Fecha Res.;Latitud;Longitud;Tipo Recetario;Alopática;Homeopática
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0485;FARMACIA PRIVADA;J.N. AGUIRRE Nº 017;VALPARAISO;EL QUISCO;1439;01/09/2004;-33,39727272;-71,69444034;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0717;FARMACIA PRIVADA;AV. CARTAGENA N°313;VALPARAISO;CARTAGENA;355;17/12/2010;-33,5465929;-71,60256243;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0403;FARMACIA PRIVADA;AV. CENTENARIO Nº 120;VALPARAISO;SAN ANTONIO;1532;31/10/2001;-33,58040658;-71,61135472;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0445;FARMACIA PRIVADA;AV. PROVIDENCIA  N° 196;VALPARAISO;SAN ANTONIO;1342;19/08/2002;-33,61196103;-71,61055007;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0237;FARMACIA PRIVADA;AV. RAMON BARROS LUCO N° 105 LOC. 10;VALPARAISO;SAN ANTONIO;2382;30/08/2010;-33,58142193;-71,61407824;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0329;FARMACIA PRIVADA;AV. EL GOLF Nº05;VALPARAISO;SANTO DOMINGO;6474;19/12/2005;-33,64036116;-71,6267028;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0348;FARMACIA PRIVADA;ATAMU TEKENA S/N;VALPARAISO;ISLA DE PASCUA;188;30/01/2003;-27,14974948;-109,4289015;;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0332;FARMACIA PRIVADA;AV. ARGENTINA N° 805, L-1020;VALPARAISO;LOS ANDES;27;27/02/2007;-32,82716268;-70,60266884;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0382;FARMACIA PRIVADA;MAIPU N°320;VALPARAISO;LOS ANDES;471;19/12/2011;-32,83364321;-70,59735828;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0333;FARMACIA PRIVADA;MERCED N° 176;VALPARAISO;SAN FELIPE;118;22/09/2006;-32,7513976;-70,72519305;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0728;FARMACIA PRIVADA;AVDA. LIBERTADOR BERNARDO O'HIGGINS N° 1150, L-1030;VALPARAISO;SAN FELIPE;374;21/12/2010;-32,75648558;-70,72310852;;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0337;FARMACIA PRIVADA;MOISES CHACON N° 140;VALPARAISO;ZAPALLAR;30;01/03/2007;-32,55435414;-71,45558812;;SI;NO
FARMACIA CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0214;FARMACIA PRIVADA;TARAPACA 496;TARAPACA;IQUIQUE;69;18/01/2002;-20,213904;-70,150348;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0729;FARMACIA PRIVADA;AV. ALESSANDRI 4085 LOCAL 1120;VALPARAISO;VIÑA DEL MAR;4291;18/11/2011;-32,99750891;-71,51299516;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0712;FARMACIA PRIVADA;CARRETERA F 30 - E   KM 45 LOC 1 MAITENCILLO;VALPARAISO;PUCHUNCAVI;137;28/01/2011;-32,64604325;-71,4250085;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0724;FARMACIA PRIVADA;LOS GINKOS 5 LOCAL 11,12,13;VALPARAISO;CONCON;3486;28/10/2011;-32,94435934;-71,54569914;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0311;FARMACIA PRIVADA;AV. CON CON REÑACA 3850 LOCAL 1013;VALPARAISO;CONCON;397;14/02/2012;-32,94015677;-71,54617747;CENTRALIZADO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0310;FARMACIA PRIVADA;MAGALLANES 866;VALPARAISO;CONCON;344;03/02/2003;-32,9299786;-71,51896302;CENTRALIZADO;SI;NO
FARMACIA CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0211;FARMACIA PRIVADA;HEROES DE LA CONCEPCION 2855;TARAPACA;IQUIQUE;602;04/08/1999;-20,23888504;-70,14481902;;SI;NO
FARMACIA CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0216;FARMACIA PRIVADA;AV. ARTURO PRAT 1170 LOCAL 1;TARAPACA;IQUIQUE;267;20/09/2005;-20,2186591;-70,15486909;CENTRALIZADO;SI;NO
FARMACIA CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0217;FARMACIA PRIVADA;VIVAR 706-710;TARAPACA;IQUIQUE;247;15/01/2007;-20,2147384;-70,1485386;CENTRALIZADO;SI;NO
FARMACIA MÓVIL ITINERANTE CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0980;FARMACIA PRIVADA;VICUÑA MACKENA S/N;TARAPACA;HUARA;799;06/03/2012;-19,997246;-69,771851;SIN RECETARIO;NO;NO
FARMACIA MÓVIL ITINERANTE CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0980;FARMACIA PRIVADA;TENIENTE PEDRO GONZALEZ S/N;TARAPACA;COLCHANE;799;06/03/2012;-19,276507;-68,6400929;SIN RECETARIO;NO;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;0945;FARMACIA PRIVADA;AV. VALPARAISO 2150, LOCAL 10;VALPARAISO;QUILLOTA;690;03/07/2013;-32,89662075;-71,26576878;;SI;SI
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;125;FARMACIA PRIVADA;VALDIVIA 440 LOCAL 131 INTERIOR MALL PLAZA;BIOBIO;LOS ANGELES;1367;23/08/2013;-37,468482;-72,352279;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;124;FARMACIA PRIVADA;ALEMANIA 686 LOCAL 2 Y 3, INTERIOR SUPERMERCADO SANTA ISABEL;BIOBIO;LOS ANGELES;4765;30/11/2007;-37,46832;-72,337495;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;122;FARMACIA PRIVADA;COLÓN 341;BIOBIO;LOS ANGELES;944;05/05/1998;-37,469838;-72,350865;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;121;FARMACIA PRIVADA;COLÓN 491;BIOBIO;LOS ANGELES;2034;08/08/1995;-37,467728;-72,350758;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;123;FARMACIA PRIVADA;COLÓN 411;BIOBIO;LOS ANGELES;2850;26/10/2001;-37,469141;-72,350826;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;378;FARMACIA PRIVADA;MANUEL MONTT 1065;BIOBIO;TOME;1412;23/09/2004;-36,61884749;-72,95677269;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;379;FARMACIA PRIVADA;AV. J.ALESSANDRI 3177 L- BF 124-125-128-129-132-133-136-137;BIOBIO;TALCAHUANO;105;04/04/2008;-36,79156916;-73,06902152;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;358;FARMACIA PRIVADA;AV. COLÓN 396;BIOBIO;TALCAHUANO;566;03/04/2003;-36,71370308;-73,11285443;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;363;FARMACIA PRIVADA;AV. COLÓN 3284;BIOBIO;TALCAHUANO;136;21/11/2006;-36,74326381;-73,0979295;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;109;FARMACIA PRIVADA;AV.J. ALESSANDRI 3177 L-BS C-1136-140-144-148;BIOBIO;TALCAHUANO;1588;07/12/1999;-36,79150506;-73,06507839;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;102;FARMACIA PRIVADA;AV. COLÓN 300;BIOBIO;TALCAHUANO;465;05/05/1995;-36,71314858;-73,11369645;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;778;FARMACIA PRIVADA;AV. LAGUNA GRANDE Nº 115, SAN PEDRO DEL VALLE;BIOBIO;SAN PEDRO DE LA PAZ;4432;20/12/2011;-36,83895137;-73,11958136;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;362;FARMACIA PRIVADA;PEDRO AGUIRRE CERDA 1055 LOCAL 20;BIOBIO;SAN PEDRO DE LA PAZ;10229;03/11/2005;-36,83922889;-73,09625012;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;126;FARMACIA PRIVADA;CAMINO EL VENADO 1380 L- 5, 6 Y 7;BIOBIO;SAN PEDRO DE LA PAZ;4470;27/12/2011;-36,85300333;-73,09357561;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;350;FARMACIA PRIVADA;IGNACIO SERRANO N°527;ÑUBLE;SAN CARLOS;145;01/02/2002;-36,42651944;-71,95776667;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;979;FARMACIA PRIVADA;COSTANERA NORTE 1 9871;BIOBIO;HUALPEN;3932;18/12/2012;-36,80210941;-73,08765385;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;1010;FARMACIA PRIVADA;LOS LEONES 770;BIOBIO;CURANILAHUE;670;09/04/1996;-37,47612911;-73,34510702;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;352;FARMACIA PRIVADA;MANUEL MONTT 399;BIOBIO;CORONEL;2881;02/10/2002;-37,02669273;-73,14746056;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;776;FARMACIA PRIVADA;RAMÓN CARRASCO Nº 52, LOCAL Nº 1820;BIOBIO;CONCEPCION;2351;25/08/2011;-36,79041598;-73,06074647;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;1134;FARMACIA PRIVADA;JOSE MANUEL BALMACEDA 114;METROPOLITANA;BUIN;3332;22/07/2021;-33,733423;-70,737859;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;491;FARMACIA PRIVADA;CAMINO LONQUEN. S/N INTERIOR SUPERMERCADO.;METROPOLITANA;CALERA DE TANGO;19205;29/06/2005;-33,573438;-70,768774;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;425;FARMACIA PRIVADA;AV. JOSE JOAQUIN PEREZ 7262;METROPOLITANA;CERRO NAVIA;751;04/11/1998;-33,429454;-70,735863;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;384;FARMACIA PRIVADA;AV. LA INMACULADA CONCEPCION 47  LOCALES 4,5,6. INTERIOR TOTTUS;METROPOLITANA;COLINA;7747;20/02/2008;-33,204402;-70,676177;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;471;FARMACIA PRIVADA;CARRETERA GENERAL SAN MARTIN 068. STRIP CENTER MONTSERRAT;METROPOLITANA;COLINA;1377;24/09/2003;-33,206653;-70,67745;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;258;FARMACIA PRIVADA;AV. PASEO COLINA SUR 14500. L-113  PIEDRA ROJA. VIVO PIEDRA ROJA;METROPOLITANA;COLINA;20461;30/05/2007;-33,27775;-70,626086;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;486;FARMACIA PRIVADA;AV. INDEPENDENCIA 3557  LOCAL 1;METROPOLITANA;CONCHALI;1489;06/10/2004;-33,395801;-70,671745;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;324;FARMACIA PRIVADA;PRESBITERO MORAGA SUR 1;METROPOLITANA;CURACAVI;13622;10/05/2005;-33,402767;-71,129139;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;185;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 10375. LOCAL 40. INTERIOR TOTTUS;METROPOLITANA;EL BOSQUE;12345;00/00/0000;-33,55402;-70,675009;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;434;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 9863;METROPOLITANA;EL BOSQUE;287;10/06/2002;-33,55014;-70,671941;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;24;FARMACIA PRIVADA;AV. LIBERTADOR BERNARDO O'HIGGINS 3002;METROPOLITANA;SANTIAGO;96;25/02/1993;-33,450529;-70,67748;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;272;FARMACIA PRIVADA;AV. LIBERTADOR BERNARDO O'HIGGINS 3250. PASEO ARAUCO ESTACION;METROPOLITANA;ESTACION CENTRAL;34467;27/07/2009;-33,451139;-70,679883;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;426;FARMACIA PRIVADA;AV. LIBERTADOR BERNARDO O'HIGGINS 3806-3810;METROPOLITANA;ESTACION CENTRAL;354;04/08/1998;-33,453339;-70,687819;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;438;FARMACIA PRIVADA;SAN BORJA 184. LOCAL 506 - 508. PASEO ARAUCO ESTACION;METROPOLITANA;ESTACION CENTRAL;292;28/09/1987;-33,453006;-70,680365;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;468;FARMACIA PRIVADA;AV. AMERICO VESPUCIO 1737.  L- 1193    MALL PLAZA NORTE;METROPOLITANA;HUECHURABA;2036;23/12/2003;-33,36799;-70,678378;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;398;FARMACIA PRIVADA;AV. EL PARQUE 4023 LOCAL 113. STRIP CENTER;METROPOLITANA;HUECHURABA;52574;26/11/2008;-33,393935;-70,620979;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;402;FARMACIA PRIVADA;AV. PEDRO FONTOVA 7789. L-4;METROPOLITANA;HUECHURABA;2085;21/09/2001;-33,347738;-70,670353;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;758;FARMACIA PRIVADA;SANTA MARTA DE HUECHURABA 7300;METROPOLITANA;HUECHURABA;162435;29/12/2011;-33,354562;-70,677469;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;432;FARMACIA PRIVADA;VIVACETA 975. INTERIOR SANTA ISABEL;METROPOLITANA;INDEPENDENCIA;1144;01/07/2002;-33,419606;-70,663331;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;280;FARMACIA PRIVADA;AV. INDEPENDENCIA   936;METROPOLITANA;INDEPENDENCIA;18207;25/05/2006;-33,420034;-70,655933;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;293;FARMACIA PRIVADA;AMERICO VESPUCIO  33    LOCAL 5  EST.INTERMODAL;METROPOLITANA;LA CISTERNA;12345;00/00/0000;-33,538403;-70,664446;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;417;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 6567;METROPOLITANA;LA CISTERNA;326;01/07/2012;-33,517198;-70,658919;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;464;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 7390;METROPOLITANA;LA CISTERNA;121;26/02/2004;-33,522719;-70,660394;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;453;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 8501. PETROBRAS;METROPOLITANA;LA CISTERNA;574;18/10/2002;-33,533328;-70,663444;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;270;FARMACIA PRIVADA;ENRIQUE OLIVARES 594;METROPOLITANA;LA FLORIDA;21300;12/05/2009;-33,539606;-70,583173;SIN RECETARIO;SI;NO
URGENCIA - CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;440;FARMACIA PRIVADA;LA FLORIDA  9385. COSTADO SANTA ISABEL;METROPOLITANA;LA FLORIDA;914;18/04/2002;-33,539997;-70,571672;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;399;FARMACIA PRIVADA;AV. LA FLORIDA 9660   LOCALES 9-10;METROPOLITANA;LA FLORIDA;8362;26/02/2008;-33,543129;-70,569974;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;346;FARMACIA PRIVADA;SANCHEZ FONTECILLA 8968  LOCALES 9,10,11. INTERIOR LIDER;METROPOLITANA;LA FLORIDA;38654;01/09/2008;-33,534741;-70,554336;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;68;FARMACIA PRIVADA;SERAFIN ZAMORA 57 63;METROPOLITANA;LA FLORIDA;598;08/03/1999;-33,520704;-70,600007;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;835;FARMACIA PRIVADA;VICENTE VALDES 85;METROPOLITANA;LA FLORIDA;40459;17/07/2012;-33,526927;-70,596404;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;452;FARMACIA PRIVADA;AV. VICUÑA MACKENNA 6100 LOCAL 1110  MALL FLORIDA CENTER;METROPOLITANA;LA FLORIDA;1991;15/09/2003;-33,510715;-70,608632;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;405;FARMACIA PRIVADA;AV. VICUÑA MACKENNA 7110    L.219-220-221 MALL PLAZA VESPUCIO;METROPOLITANA;LA FLORIDA;23;10/01/2002;-33,51926;-70,600275;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;410;FARMACIA PRIVADA;AV. VICUÑA MACKENNA 7110 LOCAL C 102 MALL PLAZA VESPUCIO;METROPOLITANA;LA FLORIDA;3398;02/12/2004;-33,51926;-70,600275;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;275;FARMACIA PRIVADA;AV. VICUÑA MACKENNA 9797   ESSO;METROPOLITANA;LA FLORIDA;40129;15/09/2006;-33,546543;-70,588089;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;203;FARMACIA PRIVADA;AV. VICUÑA MACKENNA ORIENTE 6100 LOCAL 134. MALL FLORIDA CENTER;METROPOLITANA;LA FLORIDA;1872;14/01/2009;-33,510449;-70,608448;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;424;FARMACIA PRIVADA;SANTA ROSA 13015. INTERIOR SANTA ISABEL;METROPOLITANA;LA PINTANA;33053;20/07/2009;-33,605702;-70,626815;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;285;FARMACIA PRIVADA;AV. CARLOS OSSANDON 1188;METROPOLITANA;LA REINA;21369;22/05/2008;-33,442901;-70,543431;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;411;FARMACIA PRIVADA;PRINCIPE DE GALES 6812;METROPOLITANA;LA REINA;540;18/10/2002;-33,438604;-70,561627;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;472;FARMACIA PRIVADA;AV. PRINCIPE DE GALES 9200;METROPOLITANA;LA REINA;42;26/01/2004;-33,441344;-70,536114;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;460;FARMACIA PRIVADA;AV. LA DEHESA 1751;METROPOLITANA;LO BARNECHEA;326;02/06/2004;-33,356144;-70,51721;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;401;FARMACIA PRIVADA;ALEXANDER FLEMING 7759;METROPOLITANA;LAS CONDES;120;27/03/2002;-33,425209;-70,55233;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;391;FARMACIA PRIVADA;AV. AMERICO VESPUCIO SUR 1040 LOCAL 13;METROPOLITANA;LAS CONDES;49956;29/09/2010;-33,423851;-70,578522;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;750;FARMACIA PRIVADA;APOQUINDO  3337;METROPOLITANA;LAS CONDES;24182;02/05/2011;-33,41655;-70,595404;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;455;FARMACIA PRIVADA;AV. APOQUINDO  3539;METROPOLITANA;LAS CONDES;595;21/11/2002;-33,416089;-70,593258;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;259;FARMACIA PRIVADA;AV. APOQUINDO 4400  LOCAL 145-147  ESC.MILITAR SUBCENTRO;METROPOLITANA;LAS CONDES;61534;14/09/2007;-33,41344;-70,582926;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;296;FARMACIA PRIVADA;AV. APOQUINDO 5020-5024;METROPOLITANA;LAS CONDES;22659;14/06/2007;-33,411423;-70,576242;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;67;FARMACIA PRIVADA;APOQUINDO 6005;METROPOLITANA;LAS CONDES;35;22/01/1999;-33,409177;-70,567914;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;492;FARMACIA PRIVADA;CAMINO EL ALBA 11101  LOCAL  4;METROPOLITANA;LAS CONDES;21300;15/07/2005;-33,401262;-70,523223;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;409;FARMACIA PRIVADA;AV. CRISTOBAL COLON 4008;METROPOLITANA;LAS CONDES;490;27/09/2002;-33,424663;-70,584343;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;413;FARMACIA PRIVADA;AV. CRISTOBAL COLON 6071;METROPOLITANA;LAS CONDES;648;31/12/2002;-33,41668;-70,564999;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;287;FARMACIA PRIVADA;AV. EL BOSQUE NORTE 190  LOCAL 1;METROPOLITANA;LAS CONDES;2288;16/01/2007;-33,415081;-70,601305;SIN RECETARIO;SI;NO
CRUZ VERDE;CRUZ VERDE;89.807.200-2;FARMACIAS CRUZ VERDE S.P.A.;271;FARMACIA PRIVADA;EVARISTO LILLO 29  LOCAL 1    ESCUELA MILITAR;METROPOLITANA;LAS CONDES;17578;22/05/2006;-33,413539;-70,581816;SIN RECETARIO;SI;NO
