Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
De Antofagasta;II;Mejillones;Policlínico Asociación Chilena de Seguridad AChS Mejillones;;No Perteneciente;Calle Almirante Latorre 720
De Antofagasta;II;Antofagasta;SAPU Central Oriente de Antofagasta;552655124;Perteneciente;
De Antofagasta;II;Antofagasta;SAPU Centro Sur de Antofagasta;552655597;Perteneciente;Pasaje Niebla 850
De Antofagasta;II;Antofagasta;Crystal Lab Scientific Diagnostics;552895584;No Perteneciente;Calle Matta, Oficina 601 2095
De Antofagasta;II;Calama;Centro de Diálisis Renacer;552546708;No Perteneciente;Calle Punta de Rieles 1917
De Antofagasta;II;Calama;Margaret Meneses Meneses;;No Perteneciente;Calle Vicuña Mackenna, Piso 2º, Ofinas 9, 11 y 12 1974
De Antofagasta;II;Antofagasta;Centro de Diálisis Ehrlich Limitada;552380671;No Perteneciente;Calle Los Pinos 8560
De Antofagasta;II;Antofagasta;Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann;552987088;Perteneciente;Calle Hilda Cruz Colina 10130
De Antofagasta;II;Antofagasta;Centro Comunitario de Salud Familiar Antofagasta;;Perteneciente;
De Antofagasta;II;Calama;Centro Comunitario de Salud Familiar Sur;552254028;Perteneciente;
De Antofagasta;II;Calama;Centro Comunitario de Salud Familiar Alemania;;Perteneciente;Calle Chacabuco 3076
De Antofagasta;II;Antofagasta;SAPU Norte de Antofagasta;552237411;Perteneciente;
De Antofagasta;II;Antofagasta;SAPU Antonio Rendic;552656038;Perteneciente;Avenida Rendic 6071
De Antofagasta;II;Antofagasta;SAPU Corvallis;552656910;Perteneciente;Avenida Salvador Allende 1370
De Antofagasta;II;Antofagasta;SAPU Juan Pablo II de Antofagasta;552298385;Perteneciente;
De Antofagasta;II;Calama;SAPUEnrique Montt;552654480;Perteneciente;Avenida Luis Emilio Recabarren 3825
De Antofagasta;II;Calama;SAPU Alemania de Calama;552762943;Perteneciente;Calle Alonso de Ercilla 2902
De Antofagasta;II;Calama;Vacunatorio Sociedad de Enfermería Asistencial E.I.R.L;;No Perteneciente;Calle Cobija, Oficina 501 2188
De Antofagasta;II;Antofagasta;Vacunatorio Labonort Salud Integral;51586848;No Perteneciente;Calle José Santos Ossa 2213
De Antofagasta;II;Antofagasta;Laboratorio Medinort Salud Ocupacional e Integral S.A.;552370400;No Perteneciente;Calle José Santos Ossa, Piso 1º y 2º 2213
De Antofagasta;II;Antofagasta;INMUNIN SpA;;No Perteneciente;Calle Manuel Antonio Matta, Oficina 501 1868
De Atacama;III;Copiapó;Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama);;Perteneciente;Calle Chacabuco 520
De Atacama;III;Copiapó;PRAIS (S.S Atacama);;Perteneciente;Calle Chacabuco 520
De Atacama;III;Copiapó;Clínica Dental Móvil Simple. Pat. PW4068 (Copiapo);;Perteneciente;Calle Chacabuco 520
De Atacama;III;Copiapó;Hospital San José del Carmen (Copiapó);522465600;Perteneciente;Calle Los Carrera 1320
De Atacama;III;Chañaral;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);522465550;Perteneciente;Avenida Arturo Prat 1000
De Atacama;III;Diego de Almagro;Hospital Dr. Florencio Vargas (Diego de Almagro);522465500;Perteneciente;Calle Juan Martínez 2200
De Atacama;III;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);512331500;Perteneciente;
De Atacama;III;Huasco;Hospital Dr. Manuel Magalhaes Medling (Huasco);512331200;Perteneciente;Calle Canteras 105
De Atacama;III;Diego de Almagro;Clínica San Lorenzo;522472352;No Perteneciente;
De Atacama;III;Copiapó;Centro de Salud del Trabajador AChS Copiapó;522200550;No Perteneciente;Calle Infante 861
De Atacama;III;Copiapó;Centro de Salud Mutual CChC Copiapó;522212750;No Perteneciente;Calle Copayapu 877
De Atacama;III;Vallenar;Clínica del Trabajador AChS Vallenar;512613203;No Perteneciente;Calle Merced 1150
De Atacama;III;Copiapó;Centro de Salud Universidad de Atacama;522206556;No Perteneciente;Avenida Copayapu 5184
De Atacama;III;Vallenar;Centro de Salud Compañía Acero del Pacifico;512613829;No Perteneciente;Calle Serrano 1755
De Atacama;III;Vallenar;Laboratorio Bio-Test;512611854;No Perteneciente;Calle Ramírez 1278
De Atacama;III;Copiapó;Laboratorio Atacama;522212357;No Perteneciente;Calle O'Higgins 777
De Atacama;III;Copiapó;Clínica Indire;522213573;No Perteneciente;Calle O'Higgins 901
De Atacama;III;Copiapó;Centro de Salud CEDIMED;522240029;No Perteneciente;Calle Salas 173
De Atacama;III;Copiapó;Laboratorio Clínico Guillermo Guaita;522211329;No Perteneciente;Calle Rodríguez 483
De Atacama;III;Vallenar;Laboratorio Clínico Huasco-Vallenar;512616694;No Perteneciente;Calle Serrano 1150
De Atacama;III;Copiapó;Laboratorio Clínico SIAC Copiapo;522535383;No Perteneciente;Calle Vallejos 535
De Atacama;III;Vallenar;Laboratorio Clínico Vallenar;512610558;No Perteneciente;Calle Prat 1150
De Atacama;III;Copiapó;Laboratorio Clínico Bionet S.A.;522200572;No Perteneciente;Calle Infante 861
De Atacama;III;Copiapó;Laboratorio Clínico Diagnolab;522217272;No Perteneciente;Calle Colipí 484
De Atacama;III;Copiapó;Laboratorio Clínico Examed;522240987;No Perteneciente;Calle Colipí 570
De Atacama;III;Vallenar;Laboratorio Clínico Coprese;512616780;No Perteneciente;Calle San Ambrosio 536
De Atacama;III;Copiapó;Clínica Atacama S.A.;522207524;No Perteneciente;Avenida Copayapu 877
De Atacama;III;Copiapó;Laboratorio Clinimed;522217543;No Perteneciente;Calle Rodríguez 483
De Atacama;III;Copiapó;Centro Médico y Diagnóstico Atacama SPA;522545900;No Perteneciente;Calle Salas 747
De Atacama;III;Copiapó;Clínica Dial Vida;522210262;No Perteneciente;Calle Maratón 425
De Atacama;III;Copiapó;Centro de Diálisis Nefrodial Atacama;522215541;No Perteneciente;Calle Rodríguez 1020
De Atacama;III;Copiapó;Centro de Diálisis Curanilahue;522366953;No Perteneciente;Pasaje El Pino 572
De Atacama;III;Vallenar;Centro de Diálisis Vallenar;512694559;No Perteneciente;Calle Faezn 1094
De Atacama;III;Vallenar;Centro de Diálisis Renacer del Valle;512349714;No Perteneciente;Calle Prat 2025
De Atacama;III;Copiapó;Centro de Salud Familiar Santa Elvira;800500309;Perteneciente;
De Atacama;III;Caldera;Centro de Salud Familiar Rosario Corvalán;;Perteneciente;
De Atacama;III;Copiapó;Centro de Salud Familiar Juan Martínez;800500305;Perteneciente;
De Atacama;III;Copiapó;Centro de Salud Familiar Pedro León Gallo;800500308;Perteneciente;Calle Flora Normilla 1007
De Atacama;III;Copiapó;Centro de Salud Familiar Rosario-Palomar;800500303;Perteneciente;Calle Chacabuco 671
De Atacama;III;Copiapó;Centro de Salud Familiar Candelaria Rosario;800500302;Perteneciente;
De Atacama;III;Copiapó;Centro de Salud Familiar Manuel Rodríguez;522465191;Perteneciente;
De Atacama;III;Copiapó;Centro de Salud Familiar Paipote;800500307;Perteneciente;
De Atacama;III;Tierra Amarilla;Centro de Salud Familiar Dr. Salvador Allende Gossens;522320041;Perteneciente;
De Atacama;III;Chañaral;Centro de Salud Familiar Dr. Luis Herrera;800500301;Perteneciente;
De Atacama;III;Diego de Almagro;Centro de Salud Familiar El Salvador;522449584;Perteneciente;Calle Cobresal 2508
De Atacama;III;Vallenar;Centro de Salud Familiar Estación;512614704;Perteneciente;
De Atacama;III;Freirina;Centro de Salud Familiar Freirina;512518725;Perteneciente;
De Atacama;III;Vallenar;Centro de Salud Familiar Hermanos Carrera;512614705;Perteneciente;
De Atacama;III;Vallenar;Centro de Salud Familiar Baquedano;512614592;Perteneciente;
De Atacama;III;Vallenar;Centro de Salud Familiar Joan Crawford Astudillo;512614561;Perteneciente;
De Atacama;III;Huasco;Centro de Salud Familiar Juan Verdaguer;512539049;Perteneciente;
De Atacama;III;Copiapó;Centro de Salud Familiar Dr. Bernardo Mellibovsky;800500304;Perteneciente;
De Atacama;III;Alto del Carmen;Centro de Salud Familiar Alto del Carmen;512617055;Perteneciente;Calle Jerónimo Godoy 6
De Atacama;III;Tierra Amarilla;Posta de Salud Rural Los Loros;;Perteneciente;
De Atacama;III;Chañaral;Posta de Salud Rural El Salado de Chañaral;;Perteneciente;
De Atacama;III;Diego de Almagro;Posta de Salud Rural Inca de Oro;;Perteneciente;
De Atacama;III;Alto del Carmen;Posta de Salud Rural San Félix;;Perteneciente;
De Atacama;III;Alto del Carmen;Posta de Salud Rural El Tránsito;;Perteneciente;
De Atacama;III;Vallenar;Posta de Salud Rural Domeyko;;Perteneciente;
De Atacama;III;Alto del Carmen;Posta de Salud Rural Conay;;Perteneciente;
De Atacama;III;Vallenar;Posta de Salud Rural Hacienda Ventanas;;Perteneciente;
De Atacama;III;Freirina;Posta de Salud Rural Carrizalillo (Freirina);;Perteneciente;
De Atacama;III;Vallenar;Posta de Salud Rural Cachiyuyo;;Perteneciente;
De Atacama;III;Vallenar;Posta de Salud Rural Incahuasi;;Perteneciente;
De Atacama;III;Vallenar;Posta de Salud Rural Hacienda Compañía;;Perteneciente;
De Atacama;III;Huasco;Posta de Salud Rural Segundo Ponce;;Perteneciente;
De Atacama;III;Alto del Carmen;Posta de Salud Rural Las Breas (Alto del Carmen);;Perteneciente;
De Atacama;III;Huasco;Posta de Salud Rural Padre Mariano Avellana Lasierra;;Perteneciente;
De Atacama;III;Huasco;Posta de Salud Rural Jeremías Cortés;;Perteneciente;
De Atacama;III;Caldera;Centro Comunitario de Salud Familiar Orfelia Lavín;522535952;Perteneciente;
De Atacama;III;Tierra Amarilla;Puesto de Atención Médica Especializada (Tierra Amarilla);994567729;Perteneciente;
De Atacama;III;Diego de Almagro;Puesto de Atención Médica Especializada (Diego de Almagro);998882184;Perteneciente;
De Atacama;III;Chañaral;Puesto de Atención Médica Especializada (Chañaral);981282127;Perteneciente;
De Atacama;III;Vallenar;SAPU Baquedano;522614592;Perteneciente;
De Atacama;III;Copiapó;SAPU Dr. Bernardo Mellibovsky;;Perteneciente;
De Atacama;III;Vallenar;SAPU Joan Crawford Astudillo;;Perteneciente;Avenida Los Escritores 1800
De Atacama;III;Copiapó;SAPU Paipote;;Perteneciente;
De Atacama;III;Caldera;SAPU Rosario Corvalán;;Perteneciente;
De Atacama;III;Copiapó;SAPU El Palomar;;Perteneciente;
De Atacama;III;Vallenar;Laboratorio Clínico Blanco;;No Perteneciente;Calle Concepción 648
De Atacama;III;Vallenar;Laboratorio Clínico Bionet;;No Perteneciente;Calle Alonso de Ercilla 629
De Atacama;III;Chañaral;Laboratorio Chañaral;;No Perteneciente;
De Atacama;III;Vallenar;Laboratorio Clínico López;;No Perteneciente;Calle San Ambrosio 536
De Atacama;III;Diego de Almagro;Centro de Diálisis Municipal Diego de Almagro;522449466;No Perteneciente;Calle Colón 701
De Atacama;III;Vallenar;Centro de Salud Mutual CChC Vallenar;522614583;No Perteneciente;Calle Serrano 471
De Atacama;III;Copiapó;Instituto de Rehabilitación Infantil TELETÓN (Atacama);522207000;No Perteneciente;Calle La Cruz, Población La Pradera 760
De Atacama;III;Copiapó;Laboratorio Clínico Blanco;522219613;No Perteneciente;Calle José Joaquín Vallejos 774
De Atacama;III;Copiapó;Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama;;No Perteneciente;Avenida Copayapu 3302
De Atacama;III;Copiapó;Integramédica Copiapó;522201500;No Perteneciente;
De Coquimbo;IV;Illapel;Centro de Salud Familiar Urbano de Illapel;;Perteneciente;Calle El Mirador 211
De Coquimbo;IV;Ovalle;Centro Comunitario de Salud Familiar Colonia Limarí;;Perteneciente;Calle Francisco Barraza, Sector Pueblo Limarí 65
De Coquimbo;IV;La Serena;Vacunatorio Ad Hominem;992540004;No Perteneciente;Calle Balmaceda 1015
De Coquimbo;IV;Coquimbo;Centro Comunitario de Salud Familiar Punta Mira;513333110;Perteneciente;Calle Dr. Ramón Gorroño León 2840
De Coquimbo;IV;Ovalle;Centro Comunitario de Salud Familiar Los Copihues;512532830;Perteneciente;
De Coquimbo;IV;La Serena;Policlínico Universidad Pedro de Valdivia;990406974;No Perteneciente;Avenida Cuatro Esquinas 70
De Coquimbo;IV;La Serena;Policlínico de Funcionarios de Gendarmería de Chile La Serena;979866405;No Perteneciente;Calle Las Rojas Poniente 1521
De Coquimbo;IV;La Serena;Unidad de Salud del Establecimiento Penitenciario de La Serena;512421156;No Perteneciente;
De Coquimbo;IV;Coquimbo;Centro de Salud IST Coquimbo;512316528;No Perteneciente;Avenida Alessandri 519
De Coquimbo;IV;La Serena;Laboratorio Clínico Megasalud S.A.;;No Perteneciente;Calle Huanhualí 186
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar El Sauce;;Perteneciente;Calle Los Olivos, Sector El Sauce 851
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar Rural Pan de Azúcar;;Perteneciente;
De Coquimbo;IV;Salamanca;Laboratorio Clínico Astelab;532551474;No Perteneciente;Calle Irarrazabal 582
De Coquimbo;IV;Ovalle;Laboratorio Clínico Bionet S.A;532620386;No Perteneciente;Calle Libertad 456
De Coquimbo;IV;Ovalle;Laboratorio Clínico Medilab Ltda.;532625876;No Perteneciente;Calle Miguel Aguirre 280
De Coquimbo;IV;Coquimbo;Laboratorio Clínico Arauco;512673229;No Perteneciente;Calle Dr. Marín 60
De Coquimbo;IV;Coquimbo;Clínica Regional Coquimbo;512670000;No Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Cardenal Caro;512296963;Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Las Compañías;512253882;Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Pedro Aguirre Cerda;512253882;Perteneciente;Calle Emilio Bello 918
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar San Juan;512331110;Perteneciente;
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar Santa Cecilia;512321108;Perteneciente;Calle Las Heras 1100
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar Tierras Blancas;512241752;Perteneciente;Calle Linares 915
De Coquimbo;IV;Paiguano;Centro de Salud Familiar Paihuano;512451006;Perteneciente;
De Coquimbo;IV;Monte Patria;Centro de Salud Familiar Monte Patria;532711027;Perteneciente;Calle Poniu 80
De Coquimbo;IV;Punitaqui;Centro de Salud Familiar Punitaqui;532731027;Perteneciente;
De Coquimbo;IV;Canela;Centro de Salud Familiar Canela;532540007;Perteneciente;Calle Joel Muñoz 495
De Coquimbo;IV;Río Hurtado;Centro de Salud Familiar Pichasca;532691634;Perteneciente;
De Coquimbo;IV;Monte Patria;Centro de Salud Familiar Chañaral Alto;532711332;Perteneciente;
De Coquimbo;IV;Monte Patria;Centro de Salud Familiar Carén;532726007;Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Dr. Emilio Schaffhauser;512221087;Perteneciente;
De Coquimbo;IV;La Higuera;Centro de Salud Familiar La Higuera;512331331;Perteneciente;
De Coquimbo;IV;Ovalle;Centro de Salud Familiar Cerrillos de Tamaya;532631005;Perteneciente;
De Coquimbo;IV;Ovalle;Centro de Salud Familiar Jorge Jordán Domic;532624562;Perteneciente;Calle Magallanes Moure 794
De Coquimbo;IV;Monte Patria;Centro de Salud Familiar El Palqui;532711072;Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena;512257782;Perteneciente;
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar Tongoy;;Perteneciente;Calle Fundición Norte 127
De Coquimbo;IV;Ovalle;Centro de Salud Familiar Marcos Macuada;532632535;Perteneciente;Calle Covarrubias 260
De Coquimbo;IV;Coquimbo;Centro de Salud Familiar Dr. Sergio Aguilar Delgado;512325404;Perteneciente;Avenida Alessandri 1035
De Coquimbo;IV;Ovalle;Centro de Salud Familiar Sotaquí;532632792;Perteneciente;
De Coquimbo;IV;La Serena;Centro de Salud Familiar Juan Pablo II;;Perteneciente;Calle Isidora Campaña 3397
De Coquimbo;IV;Illapel;Centro de Salud Familiar Villa San Rafael de Rozas;532528166;Perteneciente;Calle Mario Ahumada 50
De Coquimbo;IV;La Serena;Posta de Salud Rural Algarrobito;;Perteneciente;
De Coquimbo;IV;La Serena;Posta de Salud Rural Las Rojas;;Perteneciente;
De Coquimbo;IV;La Serena;Posta de Salud Rural El Romero;;Perteneciente;
De Coquimbo;IV;Coquimbo;Posta de Salud Rural El Tangue;;Perteneciente;
De Coquimbo;IV;Coquimbo;Posta de Salud Rural Guanaqueros;512395766;Perteneciente;Avenida Guanaqueros 4850
De Coquimbo;IV;Coquimbo;Posta de Salud Rural Pan de Azúcar;512241260;Perteneciente;
De Coquimbo;IV;Coquimbo;Posta de Salud Rural Tambillo;;Perteneciente;Calle Covadonga 22
De Coquimbo;IV;Río Hurtado;Posta de Salud Rural El Chañar;;Perteneciente;
De Coquimbo;IV;Río Hurtado;Posta de Salud Rural Hurtado;532691816;Perteneciente;
De Coquimbo;IV;Río Hurtado;Posta de Salud Rural Las Breas (Río Hurtado);;Perteneciente;
De Coquimbo;IV;Río Hurtado;Posta de Salud Rural Samo Alto;532691634;Perteneciente;
De Coquimbo;IV;Río Hurtado;Posta de Salud Rural Serón;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Barraza;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Camarico (Ovalle);;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Alcones Bajo;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Las Sossas;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Limarí;532632793;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Hornillos;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Chilecito;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Hacienda Valdivia;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Huatulame;532711601;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Mialqui;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Pedregal;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Rapel (Monte Patria);;Perteneciente;
De Coquimbo;IV;Combarbalá;Posta de Salud Rural San Lorenzo (Combarbalá);;Perteneciente;
De Coquimbo;IV;Combarbalá;Posta de Salud Rural San Marcos (Combarbalá);;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural Tulahuén;;Perteneciente;
De Coquimbo;IV;Monte Patria;Posta de Salud Rural El Maitén;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Chalinga;;Perteneciente;
De Coquimbo;IV;Ovalle;Posta de Salud Rural Cerro Blanco;;Perteneciente;
De Coquimbo;IV;Punitaqui;Posta de Salud Rural Divisadero;;Perteneciente;
De Coquimbo;IV;Combarbalá;Posta de Salud Rural Manquehua;;Perteneciente;
De Coquimbo;IV;Punitaqui;Posta de Salud Rural San Pedro de Quiles;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Cárcamo;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Huintil;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Limáhuida;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Matancilla;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Peralillo Illapel;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Santa Virginia;;Perteneciente;
De Coquimbo;IV;Illapel;Posta de Salud Rural Tunga Norte;;Perteneciente;
De Coquimbo;IV;Canela;Posta de Salud Rural Mincha Norte;;Perteneciente;
De Coquimbo;IV;Canela;Posta de Salud Rural Agua Fría;;Perteneciente;
De Coquimbo;IV;Salamanca;Posta de Salud Rural Cuncumén(Salamanca);;Perteneciente;
De Coquimbo;IV;Salamanca;Posta de Salud Rural Tranquilla;;Perteneciente;
